blend,algorithm,dates,reference_wins,median_headroom,worst_headroom,mean_headroom,median_typical_shortfall,mean_typical_shortfall
0.0,pure firefly,6,4,0.02278071368796735,-0.0345313019194891,0.04271902711129735,0.3544602030674511,0.8803875352517491
0.5,hybrid (as run),6,6,0.0638747496797642,0.0310836114801742,0.07509924845145179,0.26103912331701123,0.25880524644388053
1.0,pure PSO,6,6,0.1087928568897212,0.0307616334527814,0.09464755835818589,0.4446994073889022,0.46158959946799016
